Diptera,Culicidae,Anopheles dirus,[7168](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7168 "NCBI Taxonomy DB Record"),NA,[11554](https://www.ncbi.nlm.nih.gov/genome/?term=11554 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Culicidae,Anopheles arabiensis,[7173](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7173 "NCBI Taxonomy DB Record"),NA,[11544](https://www.ncbi.nlm.nih.gov/genome/?term=11544 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Culicidae,Culex quinquefasciatus,[7176](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7176 "NCBI Taxonomy DB Record"),southern house mosquito,[393](https://www.ncbi.nlm.nih.gov/genome/?term=393 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Psychodidae,Lutzomyia longipalpis,[7200](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7200 "NCBI Taxonomy DB Record"),NA,[758](https://www.ncbi.nlm.nih.gov/genome/?term=758 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Tephritidae,Ceratitis capitata,[7213](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7213 "NCBI Taxonomy DB Record"),Mediterranean fruit fly,[2738](https://www.ncbi.nlm.nih.gov/genome/?term=2738 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Chironomidae,Chironomus tentans,[7153](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7153 "NCBI Taxonomy DB Record"),NA,[35154](https://www.ncbi.nlm.nih.gov/genome/?term=35154 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila erecta,[7220](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7220 "NCBI Taxonomy DB Record"),NA,[250](https://www.ncbi.nlm.nih.gov/genome/?term=250 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila grimshawi,[7222](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7222 "NCBI Taxonomy DB Record"),NA,[257](https://www.ncbi.nlm.nih.gov/genome/?term=257 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Scaptodrosophila lebanonensis,[7225](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7225 "NCBI Taxonomy DB Record"),NA,[38279](https://www.ncbi.nlm.nih.gov/genome/?term=38279 "NCBI Genome DB Record")
Diptera,Drosophilidae,Drosophila melanogaster,[7227](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7227 "NCBI Taxonomy DB Record"),fruit fly,[47](https://www.ncbi.nlm.nih.gov/genome/?term=47 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila miranda,[7229](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7229 "NCBI Taxonomy DB Record"),NA,[10915](https://www.ncbi.nlm.nih.gov/genome/?term=10915 "NCBI Genome DB Record")
Diptera,Drosophilidae,Drosophila mojavensis,[7230](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7230 "NCBI Taxonomy DB Record"),NA,[259](https://www.ncbi.nlm.nih.gov/genome/?term=259 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila navojoa,[7232](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7232 "NCBI Taxonomy DB Record"),NA,[45091](https://www.ncbi.nlm.nih.gov/genome/?term=45091 "NCBI Genome DB Record")
Diptera,Drosophilidae,Drosophila persimilis,[7234](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7234 "NCBI Taxonomy DB Record"),NA,[265](https://www.ncbi.nlm.nih.gov/genome/?term=265 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Astigmata,Pyroglyphidae,Dermatophagoides pteronyssinus,[6956](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6956 "NCBI Taxonomy DB Record"),European house dust mite,[8901](https://www.ncbi.nlm.nih.gov/genome/?term=8901 "NCBI Genome DB Record")
Diplostraca,Daphniidae,Daphnia pulex,[6669](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6669 "NCBI Taxonomy DB Record"),common water flea,[288](https://www.ncbi.nlm.nih.gov/genome/?term=288 "NCBI Genome DB Record")
Xiphosura,Limulidae,Limulus polyphemus,[6850](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6850 "NCBI Taxonomy DB Record"),Atlantic horseshoe crab,[787](https://www.ncbi.nlm.nih.gov/genome/?term=787 "NCBI Genome DB Record")
Scorpiones,Buthidae,Centruroides exilicauda,[6879](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6879 "NCBI Taxonomy DB Record"),bark scorpion,[32233](https://www.ncbi.nlm.nih.gov/genome/?term=32233 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace")
Araneae,Nephilidae,Nephila clavipes,[6915](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6915 "NCBI Taxonomy DB Record"),NA,[54232](https://www.ncbi.nlm.nih.gov/genome/?term=54232 "NCBI Genome DB Record")
Araneae,Sicariidae,Loxosceles reclusa,[6921](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6921 "NCBI Taxonomy DB Record"),brown recluse,[14028](https://www.ncbi.nlm.nih.gov/genome/?term=14028 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace")
Ixodida,Ixodidae,Rhipicephalus microplus,[6941](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6941 "NCBI Taxonomy DB Record"),southern cattle tick; cattle tick,[2797](https://www.ncbi.nlm.nih.gov/genome/?term=2797 "NCBI Genome DB Record"),[CattleTickBase](http://cattletickbase.ccgapps.com.au/ "CattleTickBase")
Ixodida,Ixodidae,Ixodes scapularis,[6945](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6945 "NCBI Taxonomy DB Record"),blacklegged tick; deer tick; shoulder tick,[523](https://www.ncbi.nlm.nih.gov/genome/?term=523 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase")
Astigmata,Pyroglyphidae,Dermatophagoides farinae,[6954](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6954 "NCBI Taxonomy DB Record"),American house dust mite,[9138](https://www.ncbi.nlm.nih.gov/genome/?term=9138 "NCBI Genome DB Record")
Diptera,Drosophilidae,Drosophila pseudoobscura,[7237](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7237 "NCBI Taxonomy DB Record"),NA,[219](https://www.ncbi.nlm.nih.gov/genome/?term=219 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Blattodea,Ectobiidae,Blattella germanica,[6973](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=6973 "NCBI Taxonomy DB Record"),German cockroach,[13223](https://www.ncbi.nlm.nih.gov/genome/?term=13223 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Orthoptera,Acrididae,Locusta migratoria,[7004](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7004 "NCBI Taxonomy DB Record"),migratory locust,[10772](https://www.ncbi.nlm.nih.gov/genome/?term=10772 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Hemiptera,Aphididae,Acyrthosiphon pisum,[7029](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7029 "NCBI Taxonomy DB Record"),pea aphid,[448](https://www.ncbi.nlm.nih.gov/genome/?term=448 "NCBI Genome DB Record"),[AphidBase](http://bipaa.genouest.org/is/aphidbase/ "AphidBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hemiptera,Aleyrodidae,Bemisia tabaci,[7038](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7038 "NCBI Taxonomy DB Record"),sweet potato whitefly,[676](https://www.ncbi.nlm.nih.gov/genome/?term=676 "NCBI Genome DB Record")
Coleoptera,Tenebrionidae,Tribolium castaneum,[7070](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7070 "NCBI Taxonomy DB Record"),red flour beetle,[216](https://www.ncbi.nlm.nih.gov/genome/?term=216 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Lepidoptera,Bombycidae,Bombyx mori,[7091](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7091 "NCBI Taxonomy DB Record"),domestic silkworm; silk moth; silkworm,[76](https://www.ncbi.nlm.nih.gov/genome/?term=76 "NCBI Genome DB Record"),[Lepbase](http://lepbase.org/ "Lepbase"); [SilkDB](http://silkworm.genomics.org.cn/ "SilkDB"); [KAIKObase](http://sgp.dna.affrc.go.jp/KAIKObase/ "Silkworm Genome Research Program's KAIKObase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Lepidoptera,Noctuidae,Spodoptera frugiperda,[7108](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7108 "NCBI Taxonomy DB Record"),fall armyworm,[10985](https://www.ncbi.nlm.nih.gov/genome/?term=10985 "NCBI Genome DB Record"),[LepidoDB](http://bipaa.genouest.org/is/lepidodb/ "LepidoDB"); [Spodobase](http://bioweb.ensam.inra.fr/spodobase/ "Spodobase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Lepidoptera,Sphingidae,Manduca sexta,[7130](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7130 "NCBI Taxonomy DB Record"),tobacco hornworm; Carolina sphinx; hornblower; tobacco hawkmoth; tomato hornworm,[12037](https://www.ncbi.nlm.nih.gov/genome/?term=12037 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace"); [Lepbase](http://lepbase.org/ "Lepbase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Coleoptera,Chrysomelidae,Leptinotarsa decemlineata,[7539](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7539 "NCBI Taxonomy DB Record"),Colorado potato beetle,[12832](https://www.ncbi.nlm.nih.gov/genome/?term=12832 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Pteromalidae,Nasonia vitripennis,[7425](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7425 "NCBI Taxonomy DB Record"),jewel wasp,[449](https://www.ncbi.nlm.nih.gov/genome/?term=449 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Pteromalidae,Nasonia giraulti,[7426](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7426 "NCBI Taxonomy DB Record"),NA,[759](https://www.ncbi.nlm.nih.gov/genome/?term=759 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Pteromalidae,Nasonia longicornis,[7427](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7427 "NCBI Taxonomy DB Record"),NA,[760](https://www.ncbi.nlm.nih.gov/genome/?term=760 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Apidae,Apis mellifera,[7460](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7460 "NCBI Taxonomy DB Record"),honey bee; European honey bee; Western honey bee; bee; honeybee,[48](https://www.ncbi.nlm.nih.gov/genome/?term=48 "NCBI Genome DB Record"),[Hymenoptera Genome Database](http://hymenopteragenome.org/ "Hymenoptera Genome Database"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Apidae,Apis cerana,[7461](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7461 "NCBI Taxonomy DB Record"),Asiatic honeybee; Eastern honeybee; Indian honeybee; oriental honeybee,[12051](https://www.ncbi.nlm.nih.gov/genome/?term=12051 "NCBI Genome DB Record")
Hymenoptera,Apidae,Apis dorsata,[7462](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7462 "NCBI Taxonomy DB Record"),giant honeybee; rock honeybee,[15019](https://www.ncbi.nlm.nih.gov/genome/?term=15019 "NCBI Genome DB Record"),[Hymenoptera Genome Database](http://hymenopteragenome.org/ "Hymenoptera Genome Database"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Apidae,Apis florea,[7463](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7463 "NCBI Taxonomy DB Record"),little honeybee; dwarf honeybee,[2740](https://www.ncbi.nlm.nih.gov/genome/?term=2740 "NCBI Genome DB Record"),[Hymenoptera Genome Database](http://hymenopteragenome.org/ "Hymenoptera Genome Database"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Trichogrammatidae,Trichogramma pretiosum,[7493](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7493 "NCBI Taxonomy DB Record"),NA,[14106](https://www.ncbi.nlm.nih.gov/genome/?term=14106 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hemiptera,Lygaeidae,Oncopeltus fasciatus,[7536](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7536 "NCBI Taxonomy DB Record"),milkweed bug,[11434](https://www.ncbi.nlm.nih.gov/genome/?term=11434 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Glossinidae,Glossina pallidipes,[7398](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7398 "NCBI Taxonomy DB Record"),tsetse fly,[15956](https://www.ncbi.nlm.nih.gov/genome/?term=15956 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Formicidae,Atta cephalotes,[12957](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=12957 "NCBI Taxonomy DB Record"),NA,[2844](https://www.ncbi.nlm.nih.gov/genome/?term=2844 "NCBI Genome DB Record"),[Hymenoptera Genome Database](http://hymenopteragenome.org/ "Hymenoptera Genome Database"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Lepidoptera,Nymphalidae,Danaus plexippus,[13037](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=13037 "NCBI Taxonomy DB Record"),monarch butterfly; American monarch,[11702](https://www.ncbi.nlm.nih.gov/genome/?term=11702 "NCBI Genome DB Record"),[Lepbase](http://lepbase.org/ "Lepbase"); [MonarchBase](http://monarchbase.umassmed.edu/ "MonarchBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hemiptera,Aphididae,Myzus persicae,[13164](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=13164 "NCBI Taxonomy DB Record"),green peach aphid,[2741](https://www.ncbi.nlm.nih.gov/genome/?term=2741 "NCBI Genome DB Record"),[AphidBase](http://bipaa.genouest.org/is/aphidbase/ "AphidBase")
Hemiptera,Pseudococcidae,Pseudococcus longispinus,[13233](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=13233 "NCBI Taxonomy DB Record"),NA,[44263](https://www.ncbi.nlm.nih.gov/genome/?term=44263 "NCBI Genome DB Record")
Hemiptera,Reduviidae,Rhodnius prolixus,[13249](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=13249 "NCBI Taxonomy DB Record"),NA,[447](https://www.ncbi.nlm.nih.gov/genome/?term=447 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Isopoda,Armadillidiidae,Armadillidium vulgare,[13347](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=13347 "NCBI Taxonomy DB Record"),common pillbug,[50510](https://www.ncbi.nlm.nih.gov/genome/?term=50510 "NCBI Genome DB Record")
Diptera,Calliphoridae,Lucilia sericata,[13632](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=13632 "NCBI Taxonomy DB Record"),common green bottle fly; sheep blowfly,[8289](https://www.ncbi.nlm.nih.gov/genome/?term=8289 "NCBI Genome DB Record")
Hymenoptera,Formicidae,Solenopsis invicta,[13686](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=13686 "NCBI Taxonomy DB Record"),red fire ant; imported red fire ant; red imported fire ant,[2938](https://www.ncbi.nlm.nih.gov/genome/?term=2938 "NCBI Genome DB Record"),[Hymenoptera Genome Database](http://hymenopteragenome.org/ "Hymenoptera Genome Database"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Muscidae,Musca domestica,[7370](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7370 "NCBI Taxonomy DB Record"),house fly,[14461](https://www.ncbi.nlm.nih.gov/genome/?term=14461 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila sechellia,[7238](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7238 "NCBI Taxonomy DB Record"),NA,[271](https://www.ncbi.nlm.nih.gov/genome/?term=271 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila simulans,[7240](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7240 "NCBI Taxonomy DB Record"),NA,[200](https://www.ncbi.nlm.nih.gov/genome/?term=200 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila virilis,[7244](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7244 "NCBI Taxonomy DB Record"),NA,[261](https://www.ncbi.nlm.nih.gov/genome/?term=261 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila yakuba,[7245](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7245 "NCBI Taxonomy DB Record"),NA,[148](https://www.ncbi.nlm.nih.gov/genome/?term=148 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila willistoni,[7260](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7260 "NCBI Taxonomy DB Record"),NA,[251](https://www.ncbi.nlm.nih.gov/genome/?term=251 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Drosophila arizonae,[7263](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7263 "NCBI Taxonomy DB Record"),NA,[45090](https://www.ncbi.nlm.nih.gov/genome/?term=45090 "NCBI Genome DB Record")
Diptera,Drosophilidae,Drosophila serrata,[7274](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7274 "NCBI Taxonomy DB Record"),NA,[17008](https://www.ncbi.nlm.nih.gov/genome/?term=17008 "NCBI Genome DB Record")
Diptera,Drosophilidae,Drosophila albomicans,[7291](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7291 "NCBI Taxonomy DB Record"),NA,[2712](https://www.ncbi.nlm.nih.gov/genome/?term=2712 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Lepidoptera,Papilionidae,Papilio polytes,[76194](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=76194 "NCBI Taxonomy DB Record"),common Mormon,[33756](https://www.ncbi.nlm.nih.gov/genome/?term=33756 "NCBI Genome DB Record"),[Lepbase](http://lepbase.org/ "Lepbase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Calliphoridae,Calliphora vicina,[7373](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7373 "NCBI Taxonomy DB Record"),urban bluebottle blowfly,[15677](https://www.ncbi.nlm.nih.gov/genome/?term=15677 "NCBI Genome DB Record")
Diptera,Calliphoridae,Lucilia cuprina,[7375](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7375 "NCBI Taxonomy DB Record"),Australian sheep blowfly; greenbottle fly,[12732](https://www.ncbi.nlm.nih.gov/genome/?term=12732 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Calliphoridae,Phormia regina,[7380](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7380 "NCBI Taxonomy DB Record"),black blowfly,[36631](https://www.ncbi.nlm.nih.gov/genome/?term=36631 "NCBI Genome DB Record")
Diptera,Sarcophagidae,Neobellieria bullata,[7385](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7385 "NCBI Taxonomy DB Record"),grey fleshfly,[13341](https://www.ncbi.nlm.nih.gov/genome/?term=13341 "NCBI Genome DB Record")
Diptera,Glossinidae,Glossina morsitans,[7394](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7394 "NCBI Taxonomy DB Record"),tsetse fly,[55](https://www.ncbi.nlm.nih.gov/genome/?term=55 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Glossinidae,Glossina austeni,[7395](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7395 "NCBI Taxonomy DB Record"),tsetse fly,[16689](https://www.ncbi.nlm.nih.gov/genome/?term=16689 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Glossinidae,Glossina fuscipes,[7396](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7396 "NCBI Taxonomy DB Record"),tsetse fly,[15034](https://www.ncbi.nlm.nih.gov/genome/?term=15034 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Glossinidae,Glossina palpalis,[7397](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=7397 "NCBI Taxonomy DB Record"),tsetse fly,[15033](https://www.ncbi.nlm.nih.gov/genome/?term=15033 "NCBI Genome DB Record"),[VectorBase](https://www.vectorbase.org/ "VectorBase"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Diptera,Drosophilidae,Phortica variegata,[462259](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=462259 "NCBI Taxonomy DB Record"),NA,[38277](https://www.ncbi.nlm.nih.gov/genome/?term=38277 "NCBI Genome DB Record")
Hymenoptera,Formicidae,Vollenhovia emeryi,[411798](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=411798 "NCBI Taxonomy DB Record"),NA,[36511](https://www.ncbi.nlm.nih.gov/genome/?term=36511 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Mesostigmata,Laelapidae,Tropilaelaps mercedesae,[418985](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=418985 "NCBI Taxonomy DB Record"),NA,[53919](https://www.ncbi.nlm.nih.gov/genome/?term=53919 "NCBI Genome DB Record")
Hemiptera,Pentatomidae,Piezodorus guildinii,[437484](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=437484 "NCBI Taxonomy DB Record"),redbanded stink bug; small green stink bug,[34914](https://www.ncbi.nlm.nih.gov/genome/?term=34914 "NCBI Genome DB Record"),[InsectBase](http://www.insect-genome.com/ "InsectBase")
Diplura,Japygidae,Catajapyx aquilonaris,[438503](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=438503 "NCBI Taxonomy DB Record"),NA,[17772](https://www.ncbi.nlm.nih.gov/genome/?term=17772 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Diprionidae,Neodiprion lecontei,[441921](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=441921 "NCBI Taxonomy DB Record"),redheaded pine sawfly,[39861](https://www.ncbi.nlm.nih.gov/genome/?term=39861 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace")
Hymenoptera,Formicidae,Cerapachys biroi,[443821](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=443821 "NCBI Taxonomy DB Record"),clonal raider ant,[31543](https://www.ncbi.nlm.nih.gov/genome/?term=31543 "NCBI Genome DB Record"),[Hymenoptera Genome Database](http://hymenopteragenome.org/ "Hymenoptera Genome Database"); [InsectBase](http://www.insect-genome.com/ "InsectBase")
Hymenoptera,Braconidae,Diachasma alloeum,[454923](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=454923 "NCBI Taxonomy DB Record"),NA,[40839](https://www.ncbi.nlm.nih.gov/genome/?term=40839 "NCBI Genome DB Record"),[i5k Workspace](https://i5k.nal.usda.gov/ "i5k Workspace")
Hymenoptera,Formicidae,Cyphomyrmex costatus,[456900](https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=456900 "NCBI Taxonomy DB Record"),NA,[44114](https://www.ncbi.nlm.nih.gov/genome/?term=44114 "NCBI Genome DB Record")
